ann√©e,NUM_POSTE,LAT,LON,ALTI,RR,RRAB,NBJRR1,NBJRR5,NBJRR10,NBJRR30,NBJRR50,NBJRR100,TX,TXAB,TXMIN,NBJTX0,NBJTX25,NBJTX30,NBJTX35,NBJTXI20,NBJTXI27,NBJTXS32,TN,TNAB,TNMAX,NBJTN5,NBJTN10,NBJTNI10,NBJTNI15,NBJTNI20,NBJTNS20,NBJTNS25,NBJGELEE,TAMPLIM,TAMPLIAB,TM,TMMIN,TMMAX
1987,69162524.852349,45.84813324161074,4.70751122147651,330.3422818791946,74.32281879194632,21.53489932885906,10.006711409395972,4.432885906040268,2.3624161073825505,0.2651006711409396,0.026845637583892617,0.0,15.03523489932886,23.11711409395973,6.961744966442953,1.6946308724832215,4.855704697986577,1.6375838926174497,0.06375838926174497,20.12751677852349,27.221476510067113,0.6845637583892618,6.638255033557047,-0.002348993288590627,13.17248322147651,1.5771812080536913,0.3389261744966443,19.79530201342282,26.80536912751678,30.191275167785236,0.25838926174496646,0.0,5.630872483221476,8.398322147651006,15.57986577181208,10.838926174496644,4.265771812080537,17.51040268456376
1988,69163079.5276873,45.85150828338762,4.702539117263844,338.42345276872965,75.65504885993485,22.502931596091205,10.140065146579804,4.644951140065147,2.3387622149837135,0.2182410423452769,0.03257328990228013,0.0,15.95114006514658,22.813680781758958,7.937459283387622,0.31921824104234525,4.449511400651466,1.0684039087947883,0.03257328990228013,20.381107491856678,27.93159609120521,0.46579804560260585,7.248208469055374,1.277198697068404,12.919869706840391,0.3485342019543974,0.006514657980456026,19.908794788273617,28.10097719869707,30.381107491856678,0.16612377850162866,0.0,4.221498371335505,8.70228013029316,15.586319218241043,11.599022801302931,5.528990228013029,17.096091205211728
1989,69163694.1672355,45.85339491808874,4.7021638566552895,339.82935153583617,53.406825938566556,21.406143344709896,6.522184300341297,3.098976109215017,1.5085324232081911,0.2935153583617747,0.09897610921501707,0.0,16.692150170648464,24.132764505119454,8.995221843003412,0.8225255972696246,6.054607508532423,1.378839590443686,0.07508532423208192,18.962457337883958,26.501706484641637,0.6040955631399317,6.778156996587031,0.7327645051194539,13.023208191126281,0.9726962457337884,0.010238907849829351,20.2901023890785,26.761092150170647,29.699658703071673,0.28668941979522183,0.0,5.150170648464163,9.88839590443686,16.417747440273036,11.722184300341297,5.80136518771331,17.782252559726963
1990,69164058.20401338,45.85011609364548,4.70093481270903,342.90635451505017,71.72642140468227,24.653511705685617,8.715719063545151,4.357859531772576,2.3444816053511706,0.26755852842809363,0.05351170568561873,0.0,16.77257525083612,23.956187290969897,9.763545150501672,0.4782608695652174,5.525083612040134,1.8193979933110367,0.2040133779264214,18.434782608695652,26.665551839464882,1.040133779264214,7.222742474916387,1.7070234113712375,12.964548494983278,0.7424749163879598,0.030100334448160536,19.60200668896321,26.8561872909699,29.752508361204015,0.3210702341137124,0.0,4.461538461538462,9.549498327759197,16.286287625418062,11.99799331103679,6.926421404682274,17.58628762541806
1991,69162834.1270903,45.836992341137126,4.703241933110368,341.98327759197326,60.955518394648834,21.868227424749165,7.575250836120401,3.3244147157190636,1.725752508361204,0.40468227424749165,0.08361204013377926,0.0,16.19732441471572,23.75083612040134,8.20133779264214,0.9665551839464883,6.896321070234114,2.3578595317725752,0.12040133779264214,19.725752508361204,24.993311036789297,0.8896321070234113,6.896655518394649,0.9779264214046822,13.177591973244146,1.2508361204013378,0.06354515050167224,19.678929765886288,25.80267558528428,29.76923076923077,0.2842809364548495,0.0,5.31438127090301,9.296655518394648,16.326421404682275,11.549832775919732,5.68829431438127,17.638127090301005
1992,69164471.01916933,45.83747460383387,4.703862623003195,341.8466453674121,78.00255591054312,23.25399361022364,9.814696485623003,5.1629392971246,2.571884984025559,0.28753993610223644,0.02875399361022364,0.0,15.970607028753994,23.27667731629393,7.528434504792332,0.7380191693290735,5.645367412140575,1.8690095846645367,0.17252396166134185,20.073482428115017,26.82108626198083,1.1054313099041533,7.261341853035145,1.4527156549520766,13.064536741214058,0.9297124600638977,0.06389776357827476,19.492012779552716,26.996805111821086,30.047923322683705,0.3929712460063898,0.0,4.143769968051118,8.711501597444089,15.87444089456869,11.616932907348243,5.475718849840256,17.324281150159745
1993,69158444.49854228,45.85705067055394,4.690786690962099,346.9795918367347,81.34985422740525,25.620699708454808,9.489795918367347,4.443148688046647,2.507288629737609,0.4139941690962099,0.13702623906705538,0.011661807580174927,15.359475218658893,23.398542274052478,6.8466472303207,0.7696793002915452,4.469387755102041,1.4577259475218658,0.014577259475218658,20.65597667638484,27.35860058309038,0.42857142857142855,6.669679300291545,0.0446064139941691,12.929737609329445,0.9358600583090378,0.14285714285714285,20.26530612244898,27.323615160349853,30.21282798833819,0.12244897959183673,0.0,5.332361516034985,8.690962099125365,15.560058309037903,11.01603498542274,4.426530612244898,17.3466472303207
1994,69159543.7457627,45.85455381355932,4.694697745762712,344.40677966101697,74.9731638418079,22.163559322033898,10.008474576271187,4.528248587570621,2.443502824858757,0.2796610169491525,0.0423728813559322,0.0,16.927118644067797,24.387005649717516,9.610734463276836,0.2033898305084746,5.875706214689266,2.632768361581921,0.2514124293785311,19.471751412429377,26.26553672316384,1.4378531073446328,8.17316384180791,2.294632768361582,14.023728813559321,0.2768361581920904,0.00847457627118644,19.073446327683616,25.771186440677965,29.943502824858758,0.6016949152542372,0.0,2.8757062146892656,8.759887005649718,15.277118644067798,12.55141242937853,6.839830508474577,18.427966101694917
1995,69161291.23768117,45.853291936231884,4.6957700550724635,344.4086956521739,70.78028985507247,20.519710144927537,9.52463768115942,4.72463768115942,2.1043478260869564,0.2144927536231884,0.02608695652173913,0.0,16.360289855072466,24.02260869565217,8.862028985507246,0.5565217391304348,5.431884057971015,1.8434782608695652,0.25507246376811593,20.139130434782608,26.704347826086956,1.0028985507246377,7.346666666666667,0.9739130434782609,13.564927536231883,0.4318840579710145,0.05217391304347826,19.655072463768114,26.504347826086956,30.092753623188404,0.4,0.011594202898550725,4.559420289855073,9.014492753623188,15.749855072463767,11.85304347826087,5.899710144927536,17.817391304347826
1996,69161502.82132564,45.85978015850144,4.688440463976945,349.1066282420749,72.36512968299712,28.370317002881844,8.440922190201729,3.878962536023055,2.2219020172910664,0.3746397694524496,0.138328530259366,0.01729106628242075,15.22536023054755,22.603458213256484,6.708357348703171,1.0259365994236311,4.587896253602305,0.7377521613832853,0.0,21.19020172910663,27.930835734870318,0.1037463976945245,6.482132564841499,0.1025936599423631,12.457348703170029,0.9423631123919308,0.1440922190201729,21.319884726224785,28.077809798270895,30.469740634005763,0.040345821325648415,0.0,4.968299711815562,8.738616714697407,15.714121037463977,10.855043227665705,4.389625360230547,16.580979827089337
1997,69160034.725,45.86168068333333,4.68785975,349.0416666666667,55.96194444444444,18.76888888888889,8.222222222222221,3.5305555555555554,1.675,0.15555555555555556,0.030555555555555555,0.0,17.163888888888888,23.828888888888887,8.751388888888888,0.825,6.686111111111111,1.625,0.03333333333333333,17.916666666666668,26.708333333333332,0.6777777777777778,7.3372222222222225,0.7274999999999999,13.652777777777779,0.8027777777777778,0.075,19.02777777777778,26.425,30.13888888888889,0.28888888888888886,0.0,4.541666666666667,9.826944444444443,16.71888888888889,12.250277777777779,5.701388888888889,18.010277777777777
1998,69160034.73333333,45.861627899999995,4.687783366666666,349.96666666666664,61.48777777777777,18.443333333333335,8.827777777777778,4.086111111111111,1.8666666666666667,0.14444444444444443,0.008333333333333333,0.0,16.255,24.272222222222222,8.0575,0.7138888888888889,5.794444444444444,1.8527777777777779,0.3055555555555556,19.84722222222222,26.54722222222222,0.9888888888888889,6.840277777777778,0.09972222222222221,13.2925,1.0972222222222223,0.044444444444444446,20.205555555555556,26.833333333333332,30.158333333333335,0.3194444444444444,0.008333333333333333,5.433333333333334,9.4125,16.343055555555555,11.55111111111111,5.173055555555555,18.098333333333333
1999,69160034.73333333,45.861627899999995,4.687783366666666,349.96666666666664,79.065,24.16361111111111,10.525,4.883333333333334,2.4694444444444446,0.26944444444444443,0.075,0.0,16.430555555555557,24.375555555555557,8.751388888888888,0.5666666666666667,6.486111111111111,1.6,0.05,18.908333333333335,26.594444444444445,0.6777777777777778,7.538333333333334,1.5997222222222223,13.327777777777778,0.7194444444444444,0.022222222222222223,18.40277777777778,26.244444444444444,30.272222222222222,0.2361111111111111,0.0,4.586111111111111,8.893055555555556,15.870833333333334,11.985277777777778,6.196666666666667,17.900277777777777
2000,69160356.77410468,45.859277898071625,4.686467435261708,356.0,69.0038567493113,25.292837465564737,8.84297520661157,3.9035812672176307,1.8925619834710743,0.30303030303030304,0.09090909090909091,0.011019283746556474,17.045454545454547,23.64022038567493,9.680165289256198,0.18181818181818182,6.03030303030303,1.8209366391184574,0.10743801652892562,19.391184573002754,26.920110192837466,0.7382920110192838,7.756473829201101,2.1115702479338845,13.070247933884298,0.3443526170798898,0.05785123966942149,19.22038567493113,27.25068870523416,30.363636363636363,0.1790633608815427,0.0,3.1432506887052343,9.285674931129476,16.00936639118457,12.401101928374656,7.201101928374656,17.668044077134986
2001,69160678.83870968,45.85417216129032,4.684919387096774,366.4193548387097,73.31935483870967,22.02016129032258,10.21774193548387,4.505376344086022,2.317204301075269,0.28225806451612906,0.043010752688172046,0.0,16.19543010752688,23.63037634408602,8.511559139784946,0.8763440860215054,5.674731182795699,1.913978494623656,0.06182795698924731,19.392473118279568,26.61021505376344,0.8360215053763441,7.409408602150538,1.2776881720430109,13.68978494623656,0.9354838709677419,0.1881720430107527,19.147849462365592,26.612903225806452,30.212365591397848,0.2768817204301075,0.0,4.618279569892473,8.786290322580646,15.429032258064517,11.805376344086023,6.03494623655914,17.898387096774194
2002,69161753.39050132,45.8585309050132,4.68525464116095,362.69920844327174,77.73377308707124,22.304749340369394,10.029023746701847,4.601583113456464,2.5065963060686016,0.35883905013192613,0.0395778364116095,0.0,16.854089709762533,23.92638522427441,9.447493403693931,0.24010554089709762,4.733509234828496,1.5461741424802111,0.09498680738786279,19.839050131926122,27.65963060686016,0.8100263852242744,7.806596306068601,1.9395778364116096,13.689709762532981,0.5197889182058048,0.0158311345646438,19.71240105540897,27.04485488126649,30.15831134564644,0.25065963060686014,0.0,2.5567282321899736,9.04485488126649,16.010290237467018,12.327440633245384,7.114511873350923,18.125593667546177
2003,69163659.42487046,45.86559727202072,4.68413646373057,366.639896373057,58.762953367875646,21.190673575129534,7.974093264248705,3.4922279792746114,1.6373056994818653,0.25129533678756477,0.10103626943005181,0.007772020725388601,17.89818652849741,25.678756476683937,9.937823834196891,0.9637305699481865,8.621761658031089,4.686528497409326,1.567357512953368,17.691709844559586,23.435233160621763,3.106217616580311,7.6349740932642485,0.7769430051813471,14.27383419689119,1.1528497409326426,0.15544041450777202,18.673575129533678,24.09585492227979,28.968911917098445,1.5259067357512954,0.054404145077720206,5.419689119170984,10.25699481865285,17.239378238341967,12.764248704663212,6.430051813471502,19.41658031088083
2004,69165135.749354,45.87335713953489,4.684312250645995,368.0723514211886,74.59379844961241,23.5015503875969,9.330749354005167,4.4186046511627906,2.2583979328165373,0.4160206718346253,0.041343669250646,0.0,15.779328165374677,24.08501291989664,8.251162790697673,0.5012919896640827,5.72609819121447,1.6795865633074936,0.09819121447028424,19.651162790697676,26.878552971576227,0.7390180878552972,6.897674418604652,1.1638242894056847,13.141343669250645,0.6666666666666666,0.015503875968992248,19.674418604651162,26.795865633074936,30.224806201550386,0.25839793281653745,0.0,5.609819121447028,8.883204134366926,15.789922480620154,11.339018087855298,5.719121447028424,17.70801033591731
2005,69160844.65671642,45.86789231343283,4.682099119402984,373.01741293532336,56.06218905472637,20.041044776119403,7.544776119402985,3.171641791044776,1.5970149253731343,0.27114427860696516,0.06716417910447761,0.0,16.186567164179106,25.16840796019901,7.758706467661692,1.3507462686567164,6.256218905472637,2.3134328358208953,0.3656716417910448,18.253731343283583,26.440298507462686,1.3880597014925373,6.835074626865671,-0.30398009950248756,13.580597014925372,1.8582089552238805,0.26865671641791045,18.870646766169155,26.29353233830846,29.925373134328357,0.5572139303482587,0.0024875621890547263,6.7835820895522385,9.352985074626865,16.464427860696517,11.509950248756219,4.485323383084577,18.724378109452736
2006,69161557.17662337,45.871257677922074,4.673048516883117,378.8831168831169,64.12181818181818,23.042337662337662,8.563636363636364,4.14025974025974,2.090909090909091,0.23116883116883116,0.03896103896103896,0.0,16.89090909090909,23.62181818181818,8.465714285714286,1.0571428571428572,6.683116883116883,2.7636363636363637,0.3090909090909091,18.0,25.65974025974026,1.4103896103896103,7.458181818181818,1.144935064935065,13.669870129870128,1.316883116883117,0.01038961038961039,18.12987012987013,25.30909090909091,29.758441558441557,0.7428571428571429,0.02077922077922078,6.088311688311689,9.436883116883116,15.664935064935065,12.177662337662337,5.772467532467533,18.097142857142856
2007,69160684.82978724,45.873787765957445,4.671554122340425,380.0239361702128,76.05159574468085,24.306648936170212,9.933510638297872,4.337765957446808,2.2074468085106385,0.39893617021276595,0.10372340425531915,0.0,16.48191489361702,23.722340425531915,7.54654255319149,0.8377659574468085,5.287234042553192,0.7606382978723404,0.007978723404255319,18.96276595744681,27.59308510638298,0.19946808510638298,7.354255319148936,0.6715425531914894,13.51276595744681,1.0079787234042554,0.061170212765957445,19.034574468085108,27.56648936170213,30.3218085106383,0.08244680851063829,0.0,3.8856382978723403,9.123138297872341,16.02739361702128,11.920478723404257,4.965159574468085,17.829787234042552
2008,69152426.0078534,45.87008691099476,4.672794544502618,380.71465968586386,88.834554973822,27.9151832460733,10.12303664921466,5.337696335078534,2.8350785340314135,0.3743455497382199,0.12827225130890052,0.002617801047120419,16.02984293193717,22.757329842931934,8.705235602094241,0.19633507853403143,4.787958115183246,0.9319371727748691,0.010471204188481676,20.44764397905759,27.68848167539267,0.35340314136125656,6.834031413612565,0.5235602094240838,12.974607329842932,0.5104712041884817,0.005235602094240838,20.00785340314136,27.62565445026178,30.301047120418847,0.1518324607329843,0.0,4.9109947643979055,9.189005235602094,15.120418848167539,11.432198952879583,5.470942408376963,17.10261780104712
2009,69151283.28125,45.870729250000004,4.671052125,382.03125,58.65390625,20.310937499999998,8.153645833333334,3.6588541666666665,1.7473958333333333,0.19010416666666666,0.03125,0.0,16.939322916666665,24.594791666666666,9.377604166666666,1.0260416666666667,6.546875,2.4973958333333335,0.3489583333333333,18.143229166666668,25.9453125,1.4088541666666667,7.15625,0.93984375,13.393749999999999,1.2395833333333333,0.1328125,18.796875,26.197916666666668,30.0703125,0.421875,0.0026041666666666665,5.34375,9.780729166666667,16.795312499999998,12.046875,6.261197916666667,18.120833333333334
2010,69151283.28125,45.870729250000004,4.671052125,382.03125,73.38411458333333,26.003125,9.403645833333334,4.575520833333333,2.2890625,0.20833333333333334,0.09635416666666667,0.03125,15.264843749999999,24.012239583333336,6.4640625,1.953125,5.4765625,1.7604166666666667,0.12239583333333333,19.947916666666668,26.9609375,0.9114583333333334,6.353645833333334,-0.46249999999999997,13.625260416666668,2.0989583333333335,0.1328125,19.981770833333332,26.981770833333332,30.125,0.3515625,0.0,6.7734375,8.914583333333333,16.119791666666668,10.809375000000001,3.8736979166666665,18.204166666666666
2011,69151080.71128608,45.872091073490814,4.670042475065617,382.7821522309711,57.30236220472441,18.756955380577427,8.125984251968504,3.7506561679790025,1.7559055118110236,0.15223097112860892,0.010498687664041995,0.0,17.650918635170605,25.377427821522307,9.190813648293963,0.48556430446194226,6.6272965879265096,1.3543307086614174,0.3648293963254593,17.146981627296586,26.4251968503937,0.7926509186351706,7.642782152230971,1.4548556430446193,13.802887139107611,0.5616797900262467,0.01837270341207349,18.656167979002625,27.251968503937007,30.246719160104988,0.1994750656167979,0.0026246719160104987,3.816272965879265,10.003937007874017,16.857742782152233,12.64724409448819,6.266929133858267,18.754068241469817
2012,69149341.6226415,45.87720135579515,4.667614159029649,385.47169811320754,82.71509433962264,26.967385444743936,10.20754716981132,4.611859838274933,2.4851752021563343,0.40970350404312667,0.12668463611859837,0.0,16.337466307277626,24.541509433962265,7.397843665768193,1.2452830188679245,5.951482479784366,1.4932614555256065,0.23180592991913745,18.83288409703504,26.870619946091644,0.8706199460916442,7.1571428571428575,0.33153638814016173,13.754716981132075,1.509433962264151,0.6199460916442049,18.485175202156334,26.63342318059299,30.237196765498652,0.2587601078167116,0.0,4.363881401617251,9.18301886792453,16.1822102425876,11.748517520215634,4.800539083557951,18.3544474393531
2013,69149582.64516129,45.877306548387104,4.667220483870968,385.48387096774195,78.4002688172043,23.110752688172045,10.279569892473118,4.935483870967742,2.2983870967741935,0.33064516129032256,0.056451612903225805,0.0,15.381720430107526,23.918010752688172,7.621774193548387,0.7553763440860215,5.575268817204301,1.7768817204301075,0.09408602150537634,20.182795698924732,26.774193548387096,0.9247311827956989,6.668548387096774,0.1760752688172043,13.285483870967742,1.2795698924731183,0.01881720430107527,19.502688172043012,26.672043010752688,30.06989247311828,0.33064516129032256,0.005376344086021506,6.196236559139785,8.713709677419354,15.771505376344086,11.024731182795698,4.975537634408602,17.793010752688172
2014,69150357.21487603,45.87899182644628,4.664354041322314,386.44628099173553,78.23884297520661,24.605785123966943,9.90633608815427,4.40771349862259,2.2506887052341598,0.4049586776859504,0.14049586776859505,0.0,17.434986225895315,24.18099173553719,10.823415977961433,0.08264462809917356,5.079889807162535,1.1019283746556474,0.10743801652892562,18.261707988980717,27.56198347107438,0.465564738292011,7.870523415977962,2.056749311294766,13.19862258953168,0.11019283746556474,0.011019283746556474,19.123966942148762,27.31955922865014,30.294765840220386,0.1184573002754821,0.0,2.303030303030303,9.559779614325068,16.12534435261708,12.650413223140497,7.504683195592286,17.95426997245179
2015,69149538.27246377,45.88654550434783,4.6670594637681155,369.67826086956524,54.12695652173913,19.351304347826087,7.089855072463768,3.347826086956522,1.5594202898550724,0.2811594202898551,0.014492753623188406,0.0,17.857681159420288,25.244637681159418,10.16608695652174,0.26956521739130435,6.791304347826087,3.527536231884058,1.098550724637681,18.3768115942029,25.466666666666665,2.3681159420289855,7.706956521739131,1.798840579710145,13.904637681159421,0.28695652173913044,0.002898550724637681,19.315942028985507,25.768115942028984,29.660869565217393,0.8202898550724638,0.0,3.8492753623188407,10.150144927536232,16.93391304347826,12.779420289855072,7.114782608695652,18.635072463768118
2016,69151556.29780564,45.887663103448276,4.658027714733542,379.55799373040753,72.47366771159874,21.8423197492163,9.74294670846395,4.61128526645768,2.269592476489028,0.27899686520376177,0.0438871473354232,0.003134796238244514,16.849529780564264,24.305329153605015,9.039184952978056,0.16614420062695925,6.379310344827586,2.404388714733542,0.12539184952978055,19.642633228840126,25.893416927899686,1.1661442006269593,7.478683385579937,1.9492163009404386,13.677115987460816,0.1724137931034483,0.0,18.927899686520377,26.313479623824453,30.07523510971787,0.22884012539184953,0.0,4.0501567398119125,9.366771159874608,16.016614420062698,12.164576802507836,6.531034482758621,18.26896551724138
2017,69155298.07665505,45.878242829268295,4.642535432055749,398.02090592334497,51.73484320557491,17.082926829268292,8.526132404181185,3.1986062717770034,1.4076655052264808,0.13240418118466898,0.013937282229965157,0.0,17.479442508710804,25.14006968641115,9.217421602787457,0.662020905923345,7.585365853658536,3.1986062717770034,0.49825783972125437,17.975609756097562,24.766550522648085,1.9547038327526132,7.20418118466899,1.1909407665505227,13.486062717770034,0.9512195121951219,0.11846689895470383,19.81533101045296,25.592334494773517,29.588850174216027,0.6898954703832753,0.0,4.536585365853658,10.281533101045296,17.63205574912892,12.33623693379791,6.221951219512195,18.416376306620208
2018,69153071.25328948,45.868323546052636,4.6519742565789475,388.1611842105263,68.97138157894737,20.847368421052632,9.5625,4.328947368421052,2.164473684210526,0.2532894736842105,0.02631578947368421,0.0,18.087828947368422,24.99013157894737,9.692105263157895,0.4342105263157895,8.875,3.3815789473684212,0.4243421052631579,16.05921052631579,23.536184210526315,1.7401315789473684,8.301644736842105,1.694078947368421,14.217105263157896,0.5164473684210527,0.1118421052631579,17.082236842105264,24.401315789473685,29.00657894736842,0.6348684210526315,0.01644736842105263,3.3223684210526314,9.782236842105263,16.138815789473682,13.19013157894737,6.552960526315789,19.064144736842106
2019,69152702.08965518,45.87435063448276,4.650145434482758,399.8689655172414,69.99379310344828,24.604137931034483,8.86551724137931,4.0,1.9275862068965517,0.3793103448275862,0.06896551724137931,0.0,17.887241379310346,25.46206896551724,10.129999999999999,0.1413793103448276,7.196551724137931,3.1758620689655173,0.7482758620689656,18.679310344827588,24.90344827586207,1.813793103448276,7.857586206896551,1.7634482758620689,14.171724137931035,0.2206896551724138,0.0,18.579310344827586,25.582758620689656,29.551724137931036,0.7413793103448276,0.027586206896551724,3.793103448275862,10.022413793103448,16.60379310344828,12.868620689655172,7.226896551724138,19.085862068965515
2020,69151953.01393728,45.875880432055745,4.644263097560976,404.5365853658537,57.12996515679442,19.1801393728223,8.285714285714286,3.4355400696864113,1.5087108013937283,0.23344947735191637,0.08013937282229965,0.0,18.343554006968642,25.74808362369338,9.67142857142857,0.08362369337979095,7.411149825783972,3.3902439024390243,0.7804878048780488,17.662020905923345,24.94773519163763,2.0418118466898956,8.085714285714285,1.8944250871080142,14.504878048780487,0.08013937282229965,0.0,18.721254355400696,25.65505226480836,29.797909407665504,0.6794425087108014,0.0,3.35191637630662,10.258885017421603,17.021951219512196,13.218466898954704,6.606968641114983,19.309756097560975
2021,69155317.10526316,45.88914036842105,4.638236842105263,402.2631578947368,81.16184210526316,27.607456140350877,9.675438596491228,4.701754385964913,2.3771929824561404,0.3684210526315789,0.14035087719298245,0.021929824561403508,16.219298245614034,24.353070175438596,8.532456140350877,0.5833333333333334,5.241228070175438,1.1754385964912282,0.039473684210526314,19.56578947368421,27.37280701754386,0.4605263157894737,6.993421052631579,1.2092105263157895,13.555701754385964,0.3991228070175439,0.021929824561403508,19.850877192982455,26.785087719298247,30.18421052631579,0.24561403508771928,0.0,4.62280701754386,9.221491228070175,16.29078947368421,11.607456140350877,5.927192982456141,18.07763157894737
2022,69162501.33333333,45.88875927777777,4.641305555555555,409.3333333333333,53.542129629629635,15.350925925925926,8.13425925925926,3.5925925925925926,1.5277777777777777,0.10185185185185185,0.018518518518518517,0.0,18.72546296296296,26.52037037037037,10.95185185185185,0.5046296296296297,8.74537037037037,4.064814814814815,0.8518518518518519,16.25925925925926,23.48148148148148,2.4583333333333335,8.442592592592591,2.099074074074074,15.117592592592594,0.5555555555555556,0.004629629629629629,16.88425925925926,24.189814814814813,29.555555555555557,0.7962962962962963,0.023148148148148147,4.087962962962963,10.281481481481482,16.84722222222222,13.579166666666666,7.247685185185185,20.15509259259259
2023,69162501.33333333,45.88875927777777,4.641305555555555,409.3333333333333,63.654629629629625,19.700462962962963,9.472222222222221,3.9537037037037037,1.8148148148148149,0.20833333333333334,0.05555555555555555,0.0,18.421759259259257,26.068055555555556,10.591203703703703,0.3055555555555556,8.875,3.6574074074074074,0.8333333333333334,17.48148148148148,23.75462962962963,2.287037037037037,8.544907407407408,2.096759259259259,15.12824074074074,0.36574074074074076,0.0,17.11574074074074,24.48611111111111,29.537037037037038,0.9212962962962963,0.0,3.685185185185185,9.873148148148148,16.40972222222222,13.482407407407406,7.374537037037038,19.775
2024,69162501.33333333,45.88875927777777,4.641305555555555,409.3333333333333,80.6148148148148,25.09768518518519,9.837962962962964,4.412037037037037,2.5,0.3611111111111111,0.1111111111111111,0.0,17.666666666666668,25.05972222222222,9.973611111111111,0.2962962962962963,6.060185185185185,2.439814814814815,0.4027777777777778,16.74074074074074,23.71759259259259,1.3009259259259258,8.621296296296297,2.45,14.405092592592593,0.2962962962962963,0.004629629629629629,15.694444444444445,23.171296296296298,27.574074074074073,0.6388888888888888,0.0,2.0694444444444446,9.04212962962963,15.54861111111111,13.14074074074074,7.46574074074074,19.0337962962963
